student_id,semester,subject,assignment_marks,quiz_marks,attendance_percentage,midterm_marks,previous_cgpa,final_marks,final_grade
S00117,4,Operating Systems,2.38,2.82,51.42,9.65,3.18,21.16,F
S00117,4,Software Engineering,3.79,7.81,84.42,18.24,3.18,26.61,B
S00117,4,Theory of Computation,4.69,8.74,95.08,28.31,3.18,44.82,A+
S00118,1,Structured Programming,3.04,7.37,77.52,21.30,3.48,33.28,B+
S00118,1,Discrete Mathematics,4.28,7.17,61.25,25.51,3.48,28.08,B+
S00118,1,Calculus,5.00,7.84,100.00,21.80,3.48,35.61,A
S00119,3,Algorithms,2.76,6.52,76.00,18.61,3.07,31.02,B
S00119,3,Database Systems,1.68,4.21,76.39,17.26,3.07,18.44,D
S00119,3,Computer Architecture,5.00,7.47,59.61,28.49,3.07,35.75,A
S00120,2,Data Structures,3.63,7.87,95.27,24.64,3.65,30.98,A-
S00120,2,Digital Logic Design,4.58,8.64,100.00,28.55,3.65,49.59,A+
S00120,2,Linear Algebra,4.02,10.00,99.13,23.45,3.65,37.37,A
S00121,4,Operating Systems,3.81,7.72,73.18,23.36,3.77,39.82,A
S00121,4,Software Engineering,4.02,7.77,88.26,23.37,3.77,33.52,A-
S00121,4,Theory of Computation,4.55,8.82,100.00,21.85,3.77,33.88,A-
S00122,4,Operating Systems,4.35,9.22,84.78,27.38,2.86,46.46,A+
S00122,4,Software Engineering,2.10,5.59,56.59,16.12,2.86,27.26,C
S00122,4,Theory of Computation,2.93,8.56,94.56,18.69,2.86,28.92,B
S00123,2,Data Structures,2.30,5.01,73.68,19.78,3.73,25.92,C+
S00123,2,Digital Logic Design,4.60,10.00,87.82,27.83,3.73,46.41,A+
S00123,2,Linear Algebra,4.36,7.79,93.34,29.22,3.73,32.27,A
S00124,8,Deep Learning,3.44,7.20,94.98,15.67,3.30,33.84,B
S00124,8,Distributed Systems,4.01,8.57,76.80,25.76,3.30,32.86,A
S00124,8,Project and Thesis,3.22,7.72,84.91,22.02,3.30,32.22,B+
S00125,2,Data Structures,3.79,6.06,80.12,21.77,4.00,28.19,B
S00125,2,Digital Logic Design,2.81,6.86,77.13,21.21,4.00,29.21,B
S00125,2,Linear Algebra,3.44,7.55,93.72,28.56,4.00,29.65,A-
S00126,1,Structured Programming,2.63,7.26,84.90,19.43,3.22,29.62,B
S00126,1,Discrete Mathematics,4.33,10.00,97.29,26.27,3.22,39.95,A+
S00126,1,Calculus,3.66,6.86,82.07,27.21,3.22,28.89,A-
S00127,6,Artificial Intelligence,4.43,7.75,81.43,24.35,3.17,24.56,B+
S00127,6,Web Engineering,3.71,8.41,70.16,24.38,3.17,31.77,A-
S00127,6,Information Security,3.34,8.74,81.95,30.00,3.17,27.03,A-
S00128,4,Operating Systems,2.36,3.80,78.97,11.12,3.37,18.98,D
S00128,4,Software Engineering,4.18,9.20,92.46,21.49,3.37,32.36,A-
S00128,4,Theory of Computation,4.23,6.09,98.95,26.59,3.37,31.18,A-
S00129,7,Data Mining,3.78,8.58,100.00,23.92,3.14,34.10,A
S00129,7,Cloud Computing,3.89,7.09,79.75,21.65,3.14,33.63,A-
S00129,7,Mobile App Development,4.78,10.00,95.57,29.83,3.14,30.15,A
S00130,7,Data Mining,2.87,6.20,63.83,17.07,3.50,36.50,B+
S00130,7,Cloud Computing,3.18,3.36,70.16,10.64,3.50,29.35,C
S00130,7,Mobile App Development,4.03,7.83,100.00,25.10,3.50,33.86,A
S00131,5,Computer Networks,2.40,4.69,81.03,10.43,3.04,24.84,D
S00131,5,Machine Learning,4.11,7.95,86.12,25.41,3.04,32.26,A-
S00131,5,Compiler Design,4.03,6.92,91.89,20.48,3.04,35.41,A-
S00132,6,Artificial Intelligence,2.44,3.73,78.21,16.13,3.16,21.65,D
S00132,6,Web Engineering,3.18,6.35,84.93,22.56,3.16,29.13,B+
S00132,6,Information Security,3.56,4.87,87.35,14.93,3.16,30.71,C+
S00133,5,Computer Networks,4.79,9.19,98.17,30.00,3.57,40.63,A+
S00133,5,Machine Learning,2.95,9.29,75.99,23.21,3.57,26.98,B+
S00133,5,Compiler Design,3.41,8.01,100.00,21.51,3.57,33.66,A-
S00134,2,Data Structures,3.84,7.83,90.55,21.96,3.03,32.21,A-
S00134,2,Digital Logic Design,3.01,5.16,70.93,20.93,3.03,31.94,B
S00134,2,Linear Algebra,3.09,8.26,99.95,27.02,3.03,29.30,A-
S00135,1,Structured Programming,4.53,9.64,83.24,26.73,3.46,44.13,A+
S00135,1,Discrete Mathematics,3.47,5.66,100.00,23.75,3.46,28.09,B+
S00135,1,Calculus,3.42,5.86,70.27,18.14,3.46,31.99,B
S00136,6,Artificial Intelligence,2.05,6.27,99.31,16.31,3.14,28.14,C+
S00136,6,Web Engineering,4.46,7.69,81.28,27.46,3.14,35.98,A
S00136,6,Information Security,3.31,8.94,72.41,23.58,3.14,29.60,B+
S00137,3,Algorithms,4.20,9.44,92.73,20.47,3.68,35.19,A-
S00137,3,Database Systems,3.99,6.89,80.73,23.08,3.68,36.32,A-
S00137,3,Computer Architecture,3.27,7.12,90.37,24.52,3.68,29.75,B+
S00138,2,Data Structures,2.63,8.31,75.21,26.42,3.29,24.86,B+
S00138,2,Digital Logic Design,2.83,6.65,72.44,15.20,3.29,27.74,C+
S00138,2,Linear Algebra,1.74,4.82,63.84,14.43,3.29,15.94,D
S00139,3,Algorithms,3.10,5.25,80.77,13.43,2.72,30.66,C+
S00139,3,Database Systems,5.00,8.95,95.24,25.53,2.72,28.15,A-
S00139,3,Computer Architecture,4.01,8.09,72.69,21.72,2.72,36.65,A-
S00140,1,Structured Programming,3.92,8.60,84.99,27.20,4.00,31.58,A
S00140,1,Discrete Mathematics,4.41,8.77,82.44,19.10,4.00,34.50,A-
S00140,1,Calculus,2.76,5.77,98.56,23.03,4.00,27.82,B
S00141,7,Data Mining,3.49,8.65,78.96,18.89,3.39,36.47,A-
S00141,7,Cloud Computing,2.63,5.32,84.49,20.02,3.39,32.00,B
S00141,7,Mobile App Development,4.49,8.05,91.53,26.24,3.39,32.84,A
S00142,8,Deep Learning,1.31,2.65,74.25,6.10,2.88,19.88,F
S00142,8,Distributed Systems,4.00,4.36,80.55,17.63,2.88,23.01,C
S00142,8,Project and Thesis,4.92,9.84,91.22,28.97,2.88,44.13,A+
S00143,5,Computer Networks,3.11,4.72,80.90,23.67,3.47,34.39,B+
S00143,5,Machine Learning,4.87,7.54,74.89,23.64,3.47,32.22,A-
S00143,5,Compiler Design,4.39,9.49,91.36,28.39,3.47,23.76,A-
S00144,5,Computer Networks,3.88,8.21,94.94,28.13,3.12,27.98,A-
S00144,5,Machine Learning,3.64,5.46,77.57,21.02,3.12,29.60,B
S00144,5,Compiler Design,3.56,6.17,70.29,22.35,3.12,30.79,B+
S00145,3,Algorithms,5.00,8.91,89.47,30.00,2.97,48.43,A+
S00145,3,Database Systems,2.07,2.30,56.64,10.15,2.97,14.16,F
S00145,3,Computer Architecture,2.69,5.86,79.41,17.67,2.97,26.93,C+
S00146,8,Deep Learning,3.41,7.86,81.22,17.92,3.30,21.86,C+
S00146,8,Distributed Systems,3.80,6.82,89.06,20.70,3.30,25.06,B
S00146,8,Project and Thesis,4.54,8.16,90.88,24.67,3.30,30.56,A-
S00147,3,Algorithms,3.04,6.80,83.55,21.77,4.00,25.19,B
S00147,3,Database Systems,4.20,7.85,98.37,22.20,4.00,45.76,A+
S00147,3,Computer Architecture,4.61,7.77,89.09,25.43,4.00,24.16,B+
S00148,1,Structured Programming,2.01,6.59,67.24,11.33,2.69,18.25,D
S00148,1,Discrete Mathematics,1.80,7.39,66.23,12.16,2.69,29.53,C
S00148,1,Calculus,3.30,5.98,79.33,17.08,2.69,27.86,C+
S00149,7,Data Mining,1.09,4.69,71.47,16.79,3.01,16.03,D
S00149,7,Cloud Computing,4.19,7.68,87.80,23.04,3.01,27.44,B+
S00149,7,Mobile App Development,2.99,9.06,100.00,27.65,3.01,33.42,A
S00150,1,Structured Programming,3.55,6.58,85.67,24.61,2.76,21.88,B
S00150,1,Discrete Mathematics,4.01,9.55,88.89,23.96,2.76,32.81,A-
S00150,1,Calculus,3.58,7.75,89.42,24.54,2.76,30.97,A-
S00151,3,Algorithms,4.23,10.00,97.17,24.73,3.54,38.40,A+
S00151,3,Database Systems,4.85,9.21,100.00,26.12,3.54,32.40,A
S00151,3,Computer Architecture,2.25,6.07,93.59,22.80,3.54,27.91,B
S00152,4,Operating Systems,2.94,2.49,79.31,5.94,2.68,16.40,F
S00152,4,Software Engineering,4.69,8.32,84.87,19.31,2.68,28.42,B
S00152,4,Theory of Computation,3.43,7.40,100.00,16.42,2.68,33.93,B+
S00153,7,Data Mining,3.40,7.45,86.62,14.31,3.13,28.47,C+
S00153,7,Cloud Computing,3.07,7.27,97.74,18.05,3.13,29.63,B
S00153,7,Mobile App Development,5.00,9.38,80.82,30.00,3.13,42.30,A+
S00154,2,Data Structures,3.08,8.01,77.47,20.06,3.04,34.20,B+
S00154,2,Digital Logic Design,0.79,3.03,78.43,9.84,3.04,6.39,F
S00154,2,Linear Algebra,4.86,8.64,100.00,25.55,3.04,31.09,A
S00155,5,Computer Networks,4.64,8.02,85.61,27.19,3.16,32.97,A
S00155,5,Machine Learning,1.57,1.66,61.12,10.05,3.16,4.48,F
S00155,5,Compiler Design,4.83,7.86,100.00,30.00,3.16,49.17,A+
S00156,4,Operating Systems,3.20,5.00,76.45,17.84,3.45,28.38,C+
S00156,4,Software Engineering,3.80,5.40,93.84,25.83,3.45,17.09,C+
S00156,4,Theory of Computation,4.50,9.93,99.74,22.62,3.45,33.74,A
S00157,4,Operating Systems,3.85,7.54,78.10,25.69,3.99,30.02,A-
S00157,4,Software Engineering,3.64,9.41,93.17,18.54,3.99,32.40,B+
S00157,4,Theory of Computation,3.99,8.43,100.00,26.00,3.99,42.78,A+
S00158,7,Data Mining,4.40,8.14,87.68,23.08,3.68,37.13,A
S00158,7,Cloud Computing,4.40,8.93,100.00,22.07,3.68,39.44,A
S00158,7,Mobile App Development,4.05,7.95,100.00,24.25,3.68,31.90,A-
S00159,8,Deep Learning,2.77,5.51,85.01,18.82,2.88,30.57,B
S00159,8,Distributed Systems,2.57,6.40,64.70,21.34,2.88,28.39,B
S00159,8,Project and Thesis,3.65,7.92,84.75,27.36,2.88,24.87,B+
S00160,2,Data Structures,1.65,2.09,67.66,11.40,2.45,4.28,F
S00160,2,Digital Logic Design,1.81,5.69,64.15,11.59,2.45,30.92,C
S00160,2,Linear Algebra,1.19,8.58,62.10,16.96,2.45,29.70,C+
S00161,6,Artificial Intelligence,3.24,6.40,74.26,20.18,3.20,27.54,B
S00161,6,Web Engineering,2.07,8.01,93.98,16.78,3.20,25.25,C+
S00161,6,Information Security,5.00,8.45,86.76,30.00,3.20,33.15,A+
S00162,2,Data Structures,3.82,7.15,73.97,23.22,3.80,36.96,A-
S00162,2,Digital Logic Design,4.72,7.55,85.03,22.55,3.80,35.35,A-
S00162,2,Linear Algebra,4.14,8.95,95.05,29.10,3.80,32.48,A
S00163,1,Structured Programming,3.97,8.65,93.17,24.02,4.00,38.25,A
S00163,1,Discrete Mathematics,4.74,9.03,97.60,23.21,4.00,33.13,A-
S00163,1,Calculus,3.29,5.98,73.12,17.27,4.00,27.83,C+
S00164,6,Artificial Intelligence,4.30,5.57,83.51,21.67,3.59,32.41,B+
S00164,6,Web Engineering,3.98,7.10,74.45,24.15,3.59,29.94,B+
S00164,6,Information Security,5.00,8.47,100.00,27.57,3.59,42.55,A+
S00165,7,Data Mining,2.69,4.99,87.39,16.74,2.91,32.51,B
S00165,7,Cloud Computing,2.26,7.44,81.33,17.58,2.91,38.04,B+
S00165,7,Mobile App Development,4.16,9.20,79.01,23.39,2.91,31.32,A-
S00166,1,Structured Programming,3.77,5.17,70.78,18.29,3.49,24.48,C+
S00166,1,Discrete Mathematics,4.02,7.53,73.29,28.06,3.49,28.14,A-
S00166,1,Calculus,2.76,8.04,74.91,22.18,3.49,30.97,B+
S00167,6,Artificial Intelligence,4.70,6.66,88.13,19.94,3.45,26.51,B
S00167,6,Web Engineering,4.10,9.42,89.83,27.66,3.45,32.95,A
S00167,6,Information Security,2.41,6.66,82.41,18.42,3.45,27.58,C+
S00168,1,Structured Programming,3.10,7.33,68.27,15.24,3.51,27.64,C+
S00168,1,Discrete Mathematics,3.33,7.65,100.00,20.62,3.51,24.11,B
S00168,1,Calculus,4.52,6.30,74.53,23.38,3.51,35.92,A-
S00169,8,Deep Learning,2.77,5.31,76.82,13.81,3.12,28.90,C
S00169,8,Distributed Systems,5.00,9.20,89.13,26.69,3.12,38.40,A+
S00169,8,Project and Thesis,3.44,5.69,99.46,20.77,3.12,29.84,B
S00170,7,Data Mining,2.80,6.13,73.66,17.22,3.02,20.78,C
S00170,7,Cloud Computing,4.73,7.56,85.07,23.96,3.02,34.42,A-
S00170,7,Mobile App Development,3.05,6.30,80.05,19.85,3.02,19.38,C
S00171,8,Deep Learning,4.39,7.76,97.23,20.71,3.37,45.25,A+
S00171,8,Distributed Systems,1.65,3.21,74.99,6.01,3.37,23.63,F
S00171,8,Project and Thesis,4.91,8.74,96.65,26.04,3.37,34.12,A
S00172,1,Structured Programming,4.44,8.87,94.19,27.13,3.40,40.93,A+
S00172,1,Discrete Mathematics,2.61,8.16,75.57,22.77,3.40,35.08,A-
S00172,1,Calculus,2.94,5.55,82.38,17.25,3.40,28.47,C+
S00173,3,Algorithms,4.27,6.98,63.02,26.55,3.42,34.61,A
S00173,3,Database Systems,3.90,8.42,89.65,24.95,3.42,26.90,B+
S00173,3,Computer Architecture,3.85,7.48,83.19,23.04,3.42,29.69,B+
S00174,2,Data Structures,3.05,7.01,91.12,28.73,3.54,28.05,A-
S00174,2,Digital Logic Design,2.94,4.77,78.89,18.31,3.54,28.24,C+
S00174,2,Linear Algebra,3.02,5.76,92.07,19.93,3.54,34.63,B+
S00175,2,Data Structures,3.20,5.89,85.10,17.76,3.02,32.23,B
S00175,2,Digital Logic Design,2.15,4.26,70.77,13.04,3.02,24.68,D
S00175,2,Linear Algebra,3.01,6.84,80.09,20.15,3.02,28.26,B
S00176,7,Data Mining,2.54,3.01,60.31,7.21,3.75,29.53,D
S00176,7,Cloud Computing,3.16,6.93,88.73,22.62,3.75,38.58,A
S00176,7,Mobile App Development,4.00,10.00,100.00,23.61,3.75,44.93,A+
S00177,4,Operating Systems,2.01,6.21,90.42,15.09,3.02,34.03,B
S00177,4,Software Engineering,2.62,6.63,59.30,17.11,3.02,27.18,C+
S00177,4,Theory of Computation,2.67,3.12,67.00,12.56,3.02,26.06,D
S00178,3,Algorithms,3.53,8.48,84.22,24.42,3.58,32.17,A-
S00178,3,Database Systems,3.51,9.73,87.27,29.05,3.58,29.41,A
S00178,3,Computer Architecture,1.36,5.59,68.54,12.78,3.58,20.87,D
S00179,5,Computer Networks,1.20,2.87,77.91,6.44,3.03,12.95,F
S00179,5,Machine Learning,2.96,7.34,83.51,24.20,3.03,27.72,B+
S00179,5,Compiler Design,5.00,9.20,100.00,23.83,3.03,38.27,A+
S00180,1,Structured Programming,4.36,7.05,100.00,25.47,3.02,35.15,A
S00180,1,Discrete Mathematics,2.42,5.92,89.20,9.10,3.02,31.42,C
S00180,1,Calculus,2.16,2.26,75.39,10.18,3.02,19.40,F
S00181,8,Deep Learning,3.98,8.46,100.00,23.55,3.66,31.71,A-
S00181,8,Distributed Systems,1.71,3.74,70.74,10.15,3.66,20.62,F
S00181,8,Project and Thesis,3.76,7.54,78.47,24.00,3.66,39.47,A
S00182,4,Operating Systems,3.74,8.46,82.40,24.42,3.91,33.43,A-
S00182,4,Software Engineering,4.21,8.41,87.95,24.24,3.91,31.07,A-
S00182,4,Theory of Computation,3.49,8.01,92.61,24.70,3.91,32.11,A-
S00183,8,Deep Learning,4.64,8.86,100.00,23.69,3.76,39.08,A+
S00183,8,Distributed Systems,3.77,7.02,88.32,22.53,3.76,31.21,B+
S00183,8,Project and Thesis,2.91,7.21,84.91,16.00,3.76,25.59,C+
S00184,6,Artificial Intelligence,5.00,9.65,88.49,26.51,3.49,34.78,A+
S00184,6,Web Engineering,3.74,6.62,81.78,29.23,3.49,32.87,A
S00184,6,Information Security,4.19,6.53,100.00,23.04,3.49,33.48,A-
S00185,6,Artificial Intelligence,2.95,4.27,76.65,15.69,3.69,28.36,C+
S00185,6,Web Engineering,0.78,4.22,82.51,13.69,3.69,21.69,D
S00185,6,Information Security,5.00,9.19,81.45,23.94,3.69,44.80,A+
S00186,4,Operating Systems,2.67,4.79,64.81,15.24,3.55,26.65,C
S00186,4,Software Engineering,3.12,6.82,79.92,19.89,3.55,34.27,B+
S00186,4,Theory of Computation,4.36,9.55,90.03,24.57,3.55,35.85,A
S00187,4,Operating Systems,3.85,6.49,95.11,26.79,3.67,28.57,A-
S00187,4,Software Engineering,3.82,7.74,100.00,24.38,3.67,32.76,A-
S00187,4,Theory of Computation,3.26,7.38,80.97,17.42,3.67,32.33,B
S00188,4,Operating Systems,2.10,4.24,55.27,14.94,3.02,20.55,D
S00188,4,Software Engineering,2.24,5.88,81.38,13.51,3.02,25.62,C
S00188,4,Theory of Computation,4.80,8.99,100.00,27.75,3.02,44.24,A+
S00189,5,Computer Networks,5.00,9.66,97.56,30.00,3.40,30.53,A+
S00189,5,Machine Learning,2.31,6.43,98.60,20.17,3.40,30.86,B
S00189,5,Compiler Design,3.88,9.30,90.28,23.25,3.40,33.08,A-
S00190,8,Deep Learning,4.01,4.88,86.48,22.17,3.10,35.04,A-
S00190,8,Distributed Systems,3.66,6.91,72.22,20.16,3.10,27.81,B
S00190,8,Project and Thesis,1.75,4.87,71.56,5.38,3.10,19.80,F
S00191,7,Data Mining,3.45,7.80,90.33,30.00,3.91,28.78,A-
S00191,7,Cloud Computing,4.15,6.96,96.58,21.28,3.91,34.96,A-
S00191,7,Mobile App Development,3.84,8.95,99.26,24.94,3.91,35.22,A
S00192,8,Deep Learning,3.37,7.46,100.00,22.85,2.75,27.85,B+
S00192,8,Distributed Systems,3.11,5.61,77.74,20.17,2.75,22.71,C+
S00192,8,Project and Thesis,2.19,4.69,77.29,12.04,2.75,21.94,D
S00193,1,Structured Programming,3.82,6.96,91.19,19.82,3.71,28.49,B
S00193,1,Discrete Mathematics,2.52,6.18,85.90,17.73,3.71,27.59,C+
S00193,1,Calculus,5.00,6.97,97.00,28.30,3.71,34.38,A
S00194,5,Computer Networks,3.58,8.21,90.45,24.79,3.09,34.59,A
S00194,5,Machine Learning,3.51,7.92,75.58,19.13,3.09,27.96,B
S00194,5,Compiler Design,2.35,6.49,86.76,16.47,3.09,31.05,B
S00195,7,Data Mining,1.52,3.53,76.35,17.03,3.11,18.79,D
S00195,7,Cloud Computing,5.00,9.76,90.43,30.00,3.11,46.79,A+
S00195,7,Mobile App Development,4.74,9.51,98.38,24.22,3.11,38.61,A+
S00196,7,Data Mining,3.74,5.49,99.30,22.51,4.00,27.31,B
S00196,7,Cloud Computing,4.27,8.41,97.07,27.43,4.00,36.76,A+
S00196,7,Mobile App Development,3.28,5.56,76.79,18.16,4.00,31.71,B
S00197,8,Deep Learning,2.74,4.51,81.76,13.81,3.22,26.74,C
S00197,8,Distributed Systems,1.69,5.68,77.87,20.09,3.22,32.12,B
S00197,8,Project and Thesis,1.71,4.50,66.81,7.18,3.22,7.77,F
S00198,8,Deep Learning,3.55,8.55,79.81,19.30,3.43,30.28,B+
S00198,8,Distributed Systems,4.96,8.97,97.93,30.00,3.43,42.88,A+
S00198,8,Project and Thesis,3.27,6.62,64.80,18.62,3.43,30.89,B
S00199,1,Structured Programming,2.11,2.87,66.71,7.72,2.97,9.47,F
S00199,1,Discrete Mathematics,4.13,10.00,87.57,28.42,2.97,41.00,A+
S00199,1,Calculus,4.61,7.74,91.25,23.03,2.97,26.09,B+
S00200,3,Algorithms,4.01,8.65,92.33,19.22,3.10,35.88,A-
S00200,3,Database Systems,2.57,5.42,72.39,18.34,3.10,25.78,C+
S00200,3,Computer Architecture,3.67,6.57,87.38,21.78,3.10,26.87,B
S00201,6,Artificial Intelligence,4.43,9.81,94.63,30.00,3.76,33.99,A+
S00201,6,Web Engineering,4.46,7.92,69.89,21.34,3.76,33.17,A-
S00201,6,Information Security,2.44,6.32,93.47,24.09,3.76,33.17,A-
S00202,4,Operating Systems,3.61,5.55,91.15,19.27,3.64,30.59,B
S00202,4,Software Engineering,2.21,6.63,82.13,21.29,3.64,28.84,B
S00202,4,Theory of Computation,3.60,7.56,91.59,23.50,3.64,34.96,A-
S00203,3,Algorithms,2.94,4.66,93.30,19.61,3.10,32.94,B
S00203,3,Database Systems,1.36,2.16,78.36,7.04,3.10,7.86,F
S00203,3,Computer Architecture,4.36,7.91,76.80,24.11,3.10,34.89,A
S00204,2,Data Structures,3.42,7.44,86.42,21.96,3.40,31.05,B+
S00204,2,Digital Logic Design,3.97,9.33,92.59,24.08,3.40,33.69,A
S00204,2,Linear Algebra,2.37,8.05,87.87,8.75,3.40,39.83,B
S00205,2,Data Structures,4.13,8.66,100.00,30.00,3.35,45.35,A+
S00205,2,Digital Logic Design,4.58,5.24,84.85,19.83,3.35,34.54,B+
S00205,2,Linear Algebra,2.61,4.30,54.54,18.58,3.35,25.06,C
S00206,5,Computer Networks,2.52,5.11,67.96,15.98,3.33,29.54,C+
S00206,5,Machine Learning,4.74,7.73,94.48,26.86,3.33,27.23,A-
S00206,5,Compiler Design,4.18,10.00,95.90,26.20,3.33,38.64,A+
S00207,3,Algorithms,4.17,5.75,89.88,23.99,3.31,29.91,B+
S00207,3,Database Systems,3.29,6.17,63.72,20.07,3.31,29.06,B
S00207,3,Computer Architecture,4.32,7.31,74.56,22.31,3.31,27.42,B+
S00208,3,Algorithms,2.92,8.53,87.86,23.81,3.59,20.80,B
S00208,3,Database Systems,2.41,3.48,58.43,14.18,3.59,29.31,C
S00208,3,Computer Architecture,4.22,8.88,88.51,26.04,3.59,31.52,A
S00209,2,Data Structures,4.45,8.78,100.00,27.43,3.75,46.08,A+
S00209,2,Digital Logic Design,3.78,8.67,85.75,27.05,3.75,32.04,A
S00209,2,Linear Algebra,3.65,10.00,87.21,23.84,3.75,33.72,A
S00210,4,Operating Systems,3.93,8.20,89.65,27.62,2.84,32.86,A
S00210,4,Software Engineering,2.35,3.92,84.56,15.65,2.84,19.36,D
S00210,4,Theory of Computation,2.12,4.04,76.61,19.00,2.84,18.80,D
S00211,2,Data Structures,4.75,7.26,100.00,30.00,3.76,30.88,A
S00211,2,Digital Logic Design,4.24,7.79,89.77,23.85,3.76,27.51,B+
S00211,2,Linear Algebra,4.21,6.78,76.61,21.72,3.76,34.83,A-
S00212,6,Artificial Intelligence,3.36,4.96,74.22,15.05,2.59,25.92,C
S00212,6,Web Engineering,2.57,4.66,76.75,16.71,2.59,13.80,D
S00212,6,Information Security,2.86,3.36,78.66,18.68,2.59,30.51,C+
S00213,2,Data Structures,2.50,4.42,80.65,15.68,3.00,18.12,D
S00213,2,Digital Logic Design,2.47,7.43,95.39,19.95,3.00,32.95,B+
S00213,2,Linear Algebra,3.05,5.07,66.50,18.41,3.00,26.29,C+
S00214,8,Deep Learning,2.46,6.26,85.28,15.77,3.31,31.10,C+
S00214,8,Distributed Systems,3.19,7.32,78.46,24.13,3.31,24.84,B
S00214,8,Project and Thesis,4.24,7.82,64.03,27.77,3.31,30.96,A-
S00215,3,Algorithms,1.98,6.10,82.82,19.18,3.03,25.37,C+
S00215,3,Database Systems,3.22,5.75,100.00,17.02,3.03,33.64,B
S00215,3,Computer Architecture,1.69,4.94,66.42,9.32,3.03,25.83,D
S00216,3,Algorithms,4.00,9.21,98.10,22.90,3.58,33.38,A-
S00216,3,Database Systems,5.00,8.51,100.00,26.12,3.58,25.68,A-
S00216,3,Computer Architecture,4.40,10.00,87.95,29.34,3.58,41.75,A+
S00217,2,Data Structures,2.57,5.66,68.22,7.07,3.32,31.10,D
S00217,2,Digital Logic Design,3.09,4.44,86.18,13.17,3.32,25.16,C
S00217,2,Linear Algebra,3.45,8.65,71.94,26.45,3.32,37.21,A
S00218,8,Deep Learning,4.39,8.60,94.62,27.80,3.80,41.87,A+
S00218,8,Distributed Systems,3.33,7.09,78.03,20.95,3.80,26.75,B
S00218,8,Project and Thesis,4.54,7.17,98.48,24.40,3.80,36.26,A
S00219,7,Data Mining,3.35,6.15,89.28,15.07,3.16,25.70,C
S00219,7,Cloud Computing,1.09,2.74,61.07,9.72,3.16,1.19,F
S00219,7,Mobile App Development,4.21,10.00,100.00,30.00,3.16,35.54,A+
S00220,2,Data Structures,3.58,5.93,56.42,18.77,3.02,31.81,B
S00220,2,Digital Logic Design,3.55,6.24,71.12,16.03,3.02,24.22,C
S00220,2,Linear Algebra,3.85,8.77,84.73,18.00,3.02,30.16,B+
S00221,2,Data Structures,4.76,8.07,67.77,27.91,3.90,26.24,A-
S00221,2,Digital Logic Design,4.91,7.95,94.42,28.14,3.90,36.95,A+
S00221,2,Linear Algebra,3.12,6.80,100.00,22.29,3.90,31.49,B+
S00222,1,Structured Programming,4.10,8.61,79.17,23.82,3.58,32.24,A-
S00222,1,Discrete Mathematics,2.52,8.97,81.14,22.45,3.58,27.62,B+
S00222,1,Calculus,4.15,8.53,100.00,21.90,3.58,30.42,A-
S00223,8,Deep Learning,3.07,7.55,90.46,18.51,3.16,35.90,B+
S00223,8,Distributed Systems,4.12,9.03,100.00,24.65,3.16,26.91,B+
S00223,8,Project and Thesis,3.07,7.19,75.86,20.48,3.16,25.63,B
S00224,5,Computer Networks,4.55,7.98,89.53,23.27,3.44,33.29,A-
S00224,5,Machine Learning,3.42,7.73,76.74,24.26,3.44,32.43,A-
S00224,5,Compiler Design,5.00,10.00,97.85,27.02,3.44,36.98,A+
S00225,3,Algorithms,3.40,6.98,67.16,16.66,3.25,30.65,B
S00225,3,Database Systems,2.97,6.65,89.68,25.04,3.25,26.23,B+
S00225,3,Computer Architecture,3.83,9.16,98.42,26.39,3.25,33.88,A
S00226,4,Operating Systems,3.69,7.92,91.37,21.44,3.89,33.24,A-
S00226,4,Software Engineering,3.79,8.70,100.00,24.98,3.89,31.94,A-
S00226,4,Theory of Computation,3.62,8.80,100.00,25.23,3.89,35.77,A
S00227,7,Data Mining,4.03,8.61,87.39,30.00,3.79,45.77,A+
S00227,7,Cloud Computing,4.26,10.00,89.83,29.37,3.79,32.33,A+
S00227,7,Mobile App Development,4.47,8.17,100.00,26.86,3.79,31.66,A
S00228,4,Operating Systems,3.45,9.80,97.98,21.85,3.46,36.14,A
S00228,4,Software Engineering,2.41,7.23,53.52,20.33,3.46,22.85,C+
S00228,4,Theory of Computation,2.80,8.10,77.97,16.24,3.46,30.33,B
S00229,7,Data Mining,4.53,10.00,86.94,20.89,3.93,32.60,A-
S00229,7,Cloud Computing,1.59,7.99,55.98,14.21,3.93,29.81,C+
S00229,7,Mobile App Development,4.21,7.30,97.48,27.25,3.93,35.59,A
S00230,6,Artificial Intelligence,3.99,7.67,70.86,21.52,3.34,32.52,B+
S00230,6,Web Engineering,3.28,7.98,95.60,28.65,3.34,29.32,A-
S00230,6,Information Security,3.71,8.78,71.82,25.34,3.34,32.36,A-
S00231,6,Artificial Intelligence,4.33,8.08,91.78,19.53,3.08,37.07,A-
S00231,6,Web Engineering,3.95,7.38,90.11,23.54,3.08,25.31,B
S00231,6,Information Security,4.04,10.00,100.00,27.97,3.08,28.43,A
S00232,6,Artificial Intelligence,3.70,7.35,65.62,25.90,3.71,32.84,A-
S00232,6,Web Engineering,3.71,7.73,70.72,19.13,3.71,29.67,B
S00232,6,Information Security,4.50,7.93,99.33,20.87,3.71,34.01,A-
S00233,1,Structured Programming,4.74,6.21,72.74,27.36,2.94,32.27,A-
