student_id,semester,subject,assignment_marks,quiz_marks,attendance_percentage,midterm_marks,previous_cgpa,final_marks,final_grade
S1444,4,Biology,2.48,85,79,100,3.2,81.0,A
S1445,3,Computer Science,2.98,86,99,43,3.41,69.0,B
S1446,3,Biology,1.67,70,60,59,3.38,61.0,B-
S1447,6,Computer Science,3.85,77,89,49,2.75,68.0,B
S1448,7,Computer Science,0.53,71,80,63,2.33,55.0,C+
S1449,6,English,0.38,50,79,93,2.86,62.0,B-
S1450,6,Chemistry,3.64,84,65,74,2.29,72.0,B+
S1451,6,Computer Science,2.48,64,81,65,3.78,69.0,B
S1452,6,English,3.44,72,77,76,2.69,72.0,B+
S1453,6,Physics,2.17,99,67,77,2.31,70.0,B+
S1454,5,Chemistry,1.23,77,98,60,2.05,58.0,C+
S1455,3,Computer Science,4.1,80,91,93,3.29,86.0,A+
S1456,6,Economics,4.0,47,92,79,3.27,75.0,A-
S1457,8,Mathematics,3.47,50,75,78,2.68,68.0,B
S1458,3,Physics,1.36,61,71,60,2.14,53.0,C
S1459,3,Physics,2.95,90,97,49,2.82,68.0,B
S1460,2,English,1.8,63,93,77,2.62,65.0,B
S1461,5,Physics,0.46,80,73,85,3.35,67.0,B
S1462,6,Chemistry,4.59,56,95,43,3.21,68.0,B
S1463,1,Computer Science,0.68,51,92,99,2.73,65.0,B
S1464,4,Computer Science,4.75,96,82,96,2.44,87.0,A+
S1465,7,Economics,2.23,85,61,84,3.98,77.0,A-
S1466,8,Mathematics,0.93,71,100,59,2.91,60.0,B-
S1467,1,English,2.71,54,80,56,3.38,63.0,B-
S1468,5,Mathematics,4.36,55,61,94,2.28,74.0,B+
S1469,4,Physics,3.66,93,86,46,2.97,70.0,B+
S1470,5,Economics,4.03,61,68,43,2.06,58.0,C+
S1471,8,Mathematics,3.29,67,60,68,3.01,68.0,B
S1472,3,Chemistry,3.46,59,70,53,3.93,68.0,B
S1473,4,Computer Science,4.25,72,62,42,2.77,64.0,B-
S1474,3,Physics,1.25,49,82,63,2.08,52.0,C
S1475,8,Economics,2.45,79,85,76,2.06,67.0,B
S1476,1,Mathematics,1.11,71,63,55,2.78,55.0,C+
S1477,8,English,4.94,89,77,97,2.32,86.0,A+
S1478,1,Chemistry,4.72,99,65,94,2.05,84.0,A
S1479,4,Chemistry,0.2,72,94,91,3.51,69.0,B
S1480,4,Mathematics,3.53,41,81,43,2.92,58.0,C+
S1481,6,Computer Science,4.63,72,74,95,2.58,82.0,A
S1482,5,Mathematics,0.9,72,81,63,3.8,64.0,B-
S1483,6,Physics,2.84,80,96,73,2.23,70.0,B+
S1484,5,Mathematics,4.58,52,71,69,3.91,76.0,A-
S1485,6,Chemistry,0.17,69,97,57,2.63,54.0,C
S1486,3,Economics,3.49,72,77,58,3.78,72.0,B+
S1487,4,Mathematics,1.49,52,94,70,3.21,63.0,B-
S1488,1,Computer Science,4.62,91,89,99,3.65,94.0,A+
S1489,5,Economics,4.86,65,83,99,3.97,90.0,A+
S1490,8,English,4.72,61,89,58,2.58,70.0,B+
S1491,5,Biology,2.37,78,73,88,3.92,78.0,A-
S1492,1,Mathematics,4.31,41,65,85,2.78,71.0,B+
S1493,6,Computer Science,4.22,77,62,58,2.77,70.0,B+
S1494,5,Economics,1.6,78,75,61,2.68,61.0,B-
S1495,7,Computer Science,4.14,65,66,63,3.08,70.0,B+
S1496,3,English,0.19,85,73,84,2.31,62.0,B-
S1497,4,Chemistry,2.98,97,68,51,3.11,69.0,B
S1498,1,Computer Science,1.15,89,74,69,3.08,66.0,B
S1499,4,Economics,0.6,54,80,97,3.52,68.0,B
